Nom amazon,link_amazon,Nom express,link_express,image_similarity,cosin_sim,jaro_winkler_sim
"Apple iPhone 11, 64Go, Noir (Reconditionné)",https://m.media-amazon.com/images/I/61cnmobWl4L.__AC_SX300_SY300_QL70_ML2_.jpg,"Apple iPhone 11 64GB 128GB 256GB 6.1"" Original Liquid Retina IPS LCD FACE ID A13 Genuine iPhone11 Unlocked 4G LTE Mobile Phone",https://ae01.alicdn.com/kf/Sfae1a9f67c0b4929b7697465ff777691a/Apple-iPhone-11-64GB-128GB-256GB-6-1-Original-Liquid-Retina-IPS-LCD-FACE-ID-A13.png_.webp,0.8606407046318054,0.3360969272762574,0.6259438236182423
"Apple iPhone 12 Pro, 128GB, Graphite - (Reconditionné)",https://m.media-amazon.com/images/I/61DreMaVplL.__AC_SX300_SY300_QL70_ML2_.jpg,"Apple iPhone 13 Pro 128GB 256GB ROM A15 Face ID 6.1"" OLED Screen 12MP Camera",https://ae01.alicdn.com/kf/S721d2644f7ed45c38ed20cd49376a27dV/Apple-iPhone-13-Pro-128GB-256GB-ROM-A15-Face-ID-6-1-OLED-Screen-12MP-Camera.png_.webp,0.810495913028717,0.3680232087561149,0.6208576998050682
"Apple iPhone 12 Pro Max, 128GB, Graphite - (Reconditionné)",https://m.media-amazon.com/images/I/71XXJC7V8tL.__AC_SX300_SY300_QL70_ML2_.jpg,"Apple iPhone 13 Pro 128GB 256GB ROM A15 Face ID 6.1"" OLED Screen 12MP Camera",https://ae01.alicdn.com/kf/S721d2644f7ed45c38ed20cd49376a27dV/Apple-iPhone-13-Pro-128GB-256GB-ROM-A15-Face-ID-6-1-OLED-Screen-12MP-Camera.png_.webp,0.8106900453567505,0.3112574675270537,0.6345068019296695
Apple iPhone 11 128Go - Noir - Débloqué (Reconditionné),https://m.media-amazon.com/images/I/710eZ8NwLoL._AC_SX425_.jpg,"Apple iPhone 11 64GB 128GB 256GB 6.1"" Original Liquid Retina IPS LCD FACE ID A13 Genuine iPhone11 Unlocked 4G LTE Mobile Phone",https://ae01.alicdn.com/kf/Sfae1a9f67c0b4929b7697465ff777691a/Apple-iPhone-11-64GB-128GB-256GB-6-1-Original-Liquid-Retina-IPS-LCD-FACE-ID-A13.png_.webp,0.8648538589477539,0.2532094495161746,0.606920813897558
"Apple iPhone 13 Pro Max, 128Go, Bleu Alpin - (Reconditionné)",https://m.media-amazon.com/images/I/61UQCijyvrL.__AC_SX300_SY300_QL70_ML2_.jpg,"Apple iPhone 13 Pro 128GB 256GB ROM A15 Face ID 6.1"" OLED Screen 12MP Camera",https://ae01.alicdn.com/kf/S721d2644f7ed45c38ed20cd49376a27dV/Apple-iPhone-13-Pro-128GB-256GB-ROM-A15-Face-ID-6-1-OLED-Screen-12MP-Camera.png_.webp,0.8540011644363403,0.2696966599826406,0.6409356725146199
"Apple iPhone 13 Pro Max, 128Go, Bleu Alpin - (Reconditionné)",https://m.media-amazon.com/images/I/61UQCijyvrL.__AC_SX300_SY300_QL70_ML2_.jpg,Apple iPhone 13 Pro Max 128GB 256GB 512GB 1TB ROM Genuine OLED A15 IOS Face ID NFC 98% New Original Unlocked 5G Cell Phone,https://ae01.alicdn.com/kf/Sa16e86112344444d98d81511d4dc1cbeC/Apple-iPhone-13-Pro-Max-128GB-256GB-512GB-1TB-ROM-Genuine-OLED-A15-IOS-Face-ID.png_.webp,0.8124499320983887,0.3609109455358704,0.6782108471804023
iPhone 13 128GB,https://m.media-amazon.com/images/I/61CGRxr55fL.__AC_SX300_SY300_QL70_ML2_.jpg,iPhone 12 mini 64GB/128GB/256GB IOS A14 5.4'' Dual 12MP iphone 12mini Cellphone,https://ae01.alicdn.com/kf/S614c3d4b62334049ba2a8c7aa46c08baU/iPhone-12-mini-64GB-128GB-256GB-IOS-A14-5-4-Dual-12MP-iphone-12mini-Cellphone.png_.webp,0.839133620262146,0.2019930924979183,0.6320876029736789
iPhone 13 128GB,https://m.media-amazon.com/images/I/61CGRxr55fL.__AC_SX300_SY300_QL70_ML2_.jpg,"Apple iPhone 13 Pro 128GB 256GB ROM A15 Face ID 6.1"" OLED Screen 12MP Camera",https://ae01.alicdn.com/kf/S721d2644f7ed45c38ed20cd49376a27dV/Apple-iPhone-13-Pro-128GB-256GB-ROM-A15-Face-ID-6-1-OLED-Screen-12MP-Camera.png_.webp,0.8585232496261597,0.5031026124151314,0.6213450292397661
"Apple iPhone 11 - Jaune, 64 Go, (Reconditionné)",https://m.media-amazon.com/images/I/71HSwXhs66L.__AC_SX300_SY300_QL70_ML2_.jpg,"Apple iPhone 11 64GB 128GB 256GB 6.1"" Original Liquid Retina IPS LCD FACE ID A13 Genuine iPhone11 Unlocked 4G LTE Mobile Phone",https://ae01.alicdn.com/kf/Sfae1a9f67c0b4929b7697465ff777691a/Apple-iPhone-11-64GB-128GB-256GB-6-1-Original-Liquid-Retina-IPS-LCD-FACE-ID-A13.png_.webp,0.8465588092803955,0.2751958121750231,0.6156466817161106
Apple iPhone 14 Pro Max 256 Go Noir Sideral,https://m.media-amazon.com/images/I/610pghkO81L._AC_SY355_.jpg,"Apple iPhone 13 Pro 128GB 256GB ROM A15 Face ID 6.1"" OLED Screen 12MP Camera",https://ae01.alicdn.com/kf/S721d2644f7ed45c38ed20cd49376a27dV/Apple-iPhone-13-Pro-128GB-256GB-ROM-A15-Face-ID-6-1-OLED-Screen-12MP-Camera.png_.webp,0.8823521137237549,0.2019930924979183,0.6871985024119805
Apple iPhone 14 Pro Max 256 Go Noir Sideral,https://m.media-amazon.com/images/I/610pghkO81L._AC_SY355_.jpg,Apple iPhone 13 Pro Max 128GB 256GB 512GB 1TB ROM Genuine OLED A15 IOS Face ID NFC 98% New Original Unlocked 5G Cell Phone,https://ae01.alicdn.com/kf/Sa16e86112344444d98d81511d4dc1cbeC/Apple-iPhone-13-Pro-Max-128GB-256GB-512GB-1TB-ROM-Genuine-OLED-A15-IOS-Face-ID.png_.webp,0.8026160597801208,0.288253784039277,0.6791005344088394
Apple iPhone 11 128Go - Jaune - Débloqué (Reconditionné),https://m.media-amazon.com/images/I/71HSwXhs66L.__AC_SX300_SY300_QL70_ML2_.jpg,"Apple iPhone 11 64GB 128GB 256GB 6.1"" Original Liquid Retina IPS LCD FACE ID A13 Genuine iPhone11 Unlocked 4G LTE Mobile Phone",https://ae01.alicdn.com/kf/Sfae1a9f67c0b4929b7697465ff777691a/Apple-iPhone-11-64GB-128GB-256GB-6-1-Original-Liquid-Retina-IPS-LCD-FACE-ID-A13.png_.webp,0.8465588092803955,0.2532094495161746,0.6165343915343916
"Apple iPhone 13 Mini, 256Go, Rouge - (Reconditionné)",https://m.media-amazon.com/images/I/61S-ZU-WoEL._AC_SX425_.jpg,"Apple iPhone 13 Pro 128GB 256GB ROM A15 Face ID 6.1"" OLED Screen 12MP Camera",https://ae01.alicdn.com/kf/S721d2644f7ed45c38ed20cd49376a27dV/Apple-iPhone-13-Pro-128GB-256GB-ROM-A15-Face-ID-6-1-OLED-Screen-12MP-Camera.png_.webp,0.8087368607521057,0.2532094495161746,0.6250054416438117
